asset_id,display_name,sponsor,nct_id,phase,overall_status,study_type,primary_purpose,start_date,brief_title,official_title,why_stopped,interventions,conditions,url
cardonilizumab,cadonilimab,Akeso,NCT06551207,,RECRUITING,INTERVENTIONAL,TREATMENT,2024-08-20,"Fuquinitinib Combined With Cardonilizumab and SBRT Versus Fuquinitinib in Third-line and Post-line Treatment of Metastatic Colorectal Cancer: a Randomized, Controlled, Open, Multicenter Clinical Study","Fuquinitinib Combined With Cardonilizumab and SBRT Versus Fuquinitinib in Third-line and Post-line Treatment of Metastatic Colorectal Cancer: a Randomized, Controlled, Open, Multicenter Clinical Study",,fruquintinib | cadonilimab,colorectal cancer,https://clinicaltrials.gov/study/NCT06551207
cardonilizumab,cadonilimab,Akeso,NCT06553781,,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-09-01,"A Single-arm, Multicenter Clinical Study of Fruquintinib Combined With Cadonilimab Injection and Temozolomide in Second-line and Subsequent Treatment of Advanced Melanoma","A Single-arm, Multicenter Clinical Study of Fruquintinib Combined With Cadonilimab Injection and Temozolomide in Second-line and Subsequent Treatment of Advanced Melanoma",,fruquintinib | cadonilimab | temozolomide,malignant melanoma,https://clinicaltrials.gov/study/NCT06553781
cardonilizumab,cadonilimab,Akeso,NCT06560112,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-12,"An Exploratory, Multi-cohort Phase II Study of Combination Therapy With AK104 and AK112 for Recurrent Ovarian Cancer","An Exploratory, Multi-cohort Phase II Study of Combination Therapy With AK104 and AK112 for Recurrent Ovarian Cancer",,chemotherapy | AK112 | AK104 | chemotherapy | chemotherapy,ovarian cancer,https://clinicaltrials.gov/study/NCT06560112
ivonescimab,ivonescimab,Akeso,NCT06560112,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-12,"An Exploratory, Multi-cohort Phase II Study of Combination Therapy With AK104 and AK112 for Recurrent Ovarian Cancer","An Exploratory, Multi-cohort Phase II Study of Combination Therapy With AK104 and AK112 for Recurrent Ovarian Cancer",,chemotherapy | AK112 | AK104 | chemotherapy | chemotherapy,ovarian cancer,https://clinicaltrials.gov/study/NCT06560112
cardonilizumab,cadonilimab,Akeso,NCT06566755,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2024-02-01,Study of Cadonilimab(AK104) Combined With Chemotherapy and Bevacizumab as First-line Treatment for RAS Mutated or Right Sided-metastatic MSS Colorectal Cancer,Study of Cadonilimab(AK104) Combined With Chemotherapy and Bevacizumab as First-line Treatment for RAS Mutated or Right Sided-metastatic MSS Colorectal Cancer,,bevacizumab | cadonilimab,colorectal cancer,https://clinicaltrials.gov/study/NCT06566755
ivonescimab,ivonescimab,Akeso,NCT06567314,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-12-02,Phase 2 Study of Ivonescimab in Patients With Cutaneous Squamous Cell Carcinoma,Phase 2 Study of Ivonescimab in Patients With Cutaneous Squamous Cell Carcinoma,,ivonescimab,castration-resistant prostate cancer | cutaneous squamous cell carcinoma,https://clinicaltrials.gov/study/NCT06567314
AK006,AK006,Akeso,NCT06577116,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2024-08-28,"An Open-Label Extension Study Evaluating the Safety, Tolerability, PK, Immunogenicity, and Clinical Response of Multiple Doses of IV AK006 in Subjects With H1 Antihistamine Refractory Chronic Spontaneous Urticaria Completing Study AK006-001","An Open-Label Extension Study Evaluating the Safety, Tolerability, PK, Immunogenicity, and Clinical Response of Multiple Doses of IV AK006 in Subjects With H1 Antihistamine Refractory Chronic Spontaneous Urticaria Completing Study AK006-001",,ak006,chronic spontaneous urticaria,https://clinicaltrials.gov/study/NCT06577116
cardonilizumab,cadonilimab,Akeso,NCT06577961,PHASE1/PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-08-31,Study on the Efficacy and Safety of Vorolanib Combined With Cadonilimab in the Treatment of Untreated Advanced RCC Patients,Study on the Efficacy and Safety of Vorolanib Combined With Cadonilimab in the Treatment of Untreated Advanced RCC Patients,,vorolanib | cadonilimab,renal cell carcinoma,https://clinicaltrials.gov/study/NCT06577961
AK105,penpulimab,Akeso,NCT06586242,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2023-04-03,"A Two Arm, Randomized, Prospective, Multicenter Study of Penpulimab Combined With Anlotinib Hydrochloride and Chemotherapy in the Perioperative Treatment of Locally Advanced Resectable Esophageal Cancer","A Two Arm, Randomized, Prospective, Multicenter Study of Penpulimab Combined With Anlotinib Hydrochloride and Chemotherapy in the Perioperative Treatment of Locally Advanced Resectable Esophageal Cancer",,anlotinib | penpulimab,esophageal cancer,https://clinicaltrials.gov/study/NCT06586242
cardonilizumab,cadonilimab,Akeso,NCT06586294,PHASE1/PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-09-10,"A Phase Ib/II Open Label,Dose Escalation and Dose Extension Study Evaluating the Safety, Tolerability, and Initial Antitumor Efficacy of Anti-PD-1 and Lymphocyte Activation Gene 3(LAG-3) Bispecific Antibody AK129 Combined With Chemotherapy With or Without Cadonilimab in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Negative Unresectable Locally Advanced or Metastatic G/GEJ Adenocarcinoma","A Phase Ib/II Open Label,Dose Escalation and Dose Extension Study Evaluating the Safety, Tolerability, and Initial Antitumor Efficacy of Anti-PD-1 and Lymphocyte Activation Gene 3(LAG-3) Bispecific Antibody AK129 Combined With Chemotherapy With or Without Cadonilimab in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Negative Unresectable Locally Advanced or Metastatic G/GEJ Adenocarcinoma",,ak129 | cadonilimab | capecitabine | oxaliplatin,gastroesophageal junction adenocarcinoma | gastric cancer,https://clinicaltrials.gov/study/NCT06586294
AK129,AK129,Akeso,NCT06586294,PHASE1/PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-09-10,"A Phase Ib/II Open Label,Dose Escalation and Dose Extension Study Evaluating the Safety, Tolerability, and Initial Antitumor Efficacy of Anti-PD-1 and Lymphocyte Activation Gene 3(LAG-3) Bispecific Antibody AK129 Combined With Chemotherapy With or Without Cadonilimab in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Negative Unresectable Locally Advanced or Metastatic G/GEJ Adenocarcinoma","A Phase Ib/II Open Label,Dose Escalation and Dose Extension Study Evaluating the Safety, Tolerability, and Initial Antitumor Efficacy of Anti-PD-1 and Lymphocyte Activation Gene 3(LAG-3) Bispecific Antibody AK129 Combined With Chemotherapy With or Without Cadonilimab in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Negative Unresectable Locally Advanced or Metastatic G/GEJ Adenocarcinoma",,ak129 | cadonilimab | capecitabine | oxaliplatin,gastroesophageal junction adenocarcinoma | gastric cancer,https://clinicaltrials.gov/study/NCT06586294
cardonilizumab,cadonilimab,Akeso,NCT06587425,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-07-31,"A Phase II Study Evaluating the Efficacy and Safety of LM-302 in Combination With Candonilimab and Capecitabine for First-Line Treatment in Patients With Unresectable Advanced, Recurrent, or Metastatic CLDN18.2-Positive Gastric or Gastroesophageal Junction Adenocarcinoma","A Phase II Study Evaluating the Efficacy and Safety of LM-302 in Combination With Candonilimab and Capecitabine for First-Line Treatment in Patients With Unresectable Advanced, Recurrent, or Metastatic CLDN18.2-Positive Gastric or Gastroesophageal Junction Adenocarcinoma",,candonilimab | LM-302 | capecitabine,gastroesophageal junction adenocarcinoma | gastric adenocarcinoma,https://clinicaltrials.gov/study/NCT06587425
ivonescimab,ivonescimab,Akeso,NCT06591520,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2024-10-20,"A Randomized, Controlled, Multi-center Phase III Study of AK112 Combined With Gemcitabine Plus Cisplatin Versus Durvalumab Combined With Gemcitabine Plus Cisplatin as the First-line Treatment for Patients With Advanced Biliary Tract Cancer","A Randomized, Controlled, Multi-center Phase III Study of AK112 Combined With Gemcitabine Plus Cisplatin Versus Durvalumab Combined With Gemcitabine Plus Cisplatin as the First-line Treatment for Patients With Advanced Biliary Tract Cancer",,gemcitabine | cisplatin | durvalumab | ak112,biliary tract cancer,https://clinicaltrials.gov/study/NCT06591520
AK117,AK117,Akeso,NCT06601335,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2024-10-30,"A Randomized, Controlled, Multicenter Phase 3 Study of AK112 in Combination With AK117 Versus Pembrolizumab as First Line Treatment for a Programmed Cell Death-ligand 1 (PD-L1) Positive Population With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC)","A Randomized, Controlled, Multicenter Phase 3 Study of AK112 in Combination With AK117 Versus Pembrolizumab as First Line Treatment for a Programmed Cell Death-ligand 1 (PD-L1) Positive Population With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC)",,ak117 | ak112,head and neck squamous cell carcinoma,https://clinicaltrials.gov/study/NCT06601335
ivonescimab,ivonescimab,Akeso,NCT06601335,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2024-10-30,"A Randomized, Controlled, Multicenter Phase 3 Study of AK112 in Combination With AK117 Versus Pembrolizumab as First Line Treatment for a Programmed Cell Death-ligand 1 (PD-L1) Positive Population With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC)","A Randomized, Controlled, Multicenter Phase 3 Study of AK112 in Combination With AK117 Versus Pembrolizumab as First Line Treatment for a Programmed Cell Death-ligand 1 (PD-L1) Positive Population With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (R/M HNSCC)",,ak117 | ak112,head and neck squamous cell carcinoma,https://clinicaltrials.gov/study/NCT06601335
cardonilizumab,cadonilimab,Akeso,NCT06617416,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-12,"A Randomized, Double-blind, Multicenter Phase III Study to Evaluate the Consolidation Therapy of AK104 Versus Sugemalimab in Patients With Unresectable Locally Advanced Non-Small Cell Lung Cancer Who Have Not Progressed After Concurrent or Sequential Chemoradiotherapy","A Randomized, Double-blind, Multicenter Phase III Study to Evaluate the Consolidation Therapy of AK104 Versus Sugemalimab in Patients With Unresectable Locally Advanced Non-Small Cell Lung Cancer Who Have Not Progressed After Concurrent or Sequential Chemoradiotherapy",,sugemalimab | cadonilimab,non-small cell lung cancer,https://clinicaltrials.gov/study/NCT06617416
cardonilizumab,cadonilimab,Akeso,NCT06620796,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-09-30,A Phase II Study of Ivonescimab Combined with Cadonilimab and Chemotherapy in Extensive-stage Small Cell Lung Cancer,A Phase II Study of Ivonescimab Combined with Cadonilimab and Chemotherapy in Extensive-stage Small Cell Lung Cancer,,ivonescimab | cadonilimab,small cell lung cancer,https://clinicaltrials.gov/study/NCT06620796
ivonescimab,ivonescimab,Akeso,NCT06620796,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-09-30,A Phase II Study of Ivonescimab Combined with Cadonilimab and Chemotherapy in Extensive-stage Small Cell Lung Cancer,A Phase II Study of Ivonescimab Combined with Cadonilimab and Chemotherapy in Extensive-stage Small Cell Lung Cancer,,ivonescimab | cadonilimab,small cell lung cancer,https://clinicaltrials.gov/study/NCT06620796
ivonescimab,ivonescimab,Akeso,NCT06637007,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-08-01,"Single Arm, Open Phase II Clinical Trial of Chidamide Combined With AK112 for Second-line and Advanced Bone and Soft Tissue Sarcoma","Single Arm, Open Phase II Clinical Trial of Chidamide Combined With AK112 for Second-line and Advanced Bone and Soft Tissue Sarcoma",,AK112 | chidamide,bone sarcoma | soft tissue sarcoma,https://clinicaltrials.gov/study/NCT06637007
AK129,AK129,Akeso,NCT06642792,PHASE1/PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-17,A Phase I/II Study of AK129 (Bispecific Antibody Targeting LAG-3 and PD-1) Monotherapy or in Combination With AK117 (Anti-CD47 Monoclonal Antibody) in Relapse or Refractory Classic Hodgkin Lymphoma With PD-1/L1 Inhibitor Treatment Failure,A Phase I/II Study of AK129 (Bispecific Antibody Targeting LAG-3 and PD-1) Monotherapy or in Combination With AK117 (Anti-CD47 Monoclonal Antibody) in Relapse or Refractory Classic Hodgkin Lymphoma With PD-1/L1 Inhibitor Treatment Failure,,AK129 | AK117,classic Hodgkin lymphoma,https://clinicaltrials.gov/study/NCT06642792
AK117,AK117,Akeso,NCT06642792,PHASE1/PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-17,A Phase I/II Study of AK129 (Bispecific Antibody Targeting LAG-3 and PD-1) Monotherapy or in Combination With AK117 (Anti-CD47 Monoclonal Antibody) in Relapse or Refractory Classic Hodgkin Lymphoma With PD-1/L1 Inhibitor Treatment Failure,A Phase I/II Study of AK129 (Bispecific Antibody Targeting LAG-3 and PD-1) Monotherapy or in Combination With AK117 (Anti-CD47 Monoclonal Antibody) in Relapse or Refractory Classic Hodgkin Lymphoma With PD-1/L1 Inhibitor Treatment Failure,,AK129 | AK117,classic Hodgkin lymphoma,https://clinicaltrials.gov/study/NCT06642792
cardonilizumab,cadonilimab,Akeso,NCT06646055,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-21,A Phase Ib/II Clinical Study of AK112 and Cadonilimab Combined With Chemotherapy as First-line Treatment for Metastatic Pancreatic Cancer,A Phase Ib/II Clinical Study of AK112 and Cadonilimab Combined With Chemotherapy as First-line Treatment for Metastatic Pancreatic Cancer,,ak112 | cadonilimab | gemcitabine | nab-paclitaxel,pancreatic cancer,https://clinicaltrials.gov/study/NCT06646055
ivonescimab,ivonescimab,Akeso,NCT06646055,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-21,A Phase Ib/II Clinical Study of AK112 and Cadonilimab Combined With Chemotherapy as First-line Treatment for Metastatic Pancreatic Cancer,A Phase Ib/II Clinical Study of AK112 and Cadonilimab Combined With Chemotherapy as First-line Treatment for Metastatic Pancreatic Cancer,,ak112 | cadonilimab | gemcitabine | nab-paclitaxel,pancreatic cancer,https://clinicaltrials.gov/study/NCT06646055
cardonilizumab,cadonilimab,Akeso,NCT06650332,PHASE1/PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-07-10,"An Open-label, Multicohort Phase I/II Study of the Cadonilimab (AK104) Combination Regimen as First-line Treatment for HER2-expressing, Unresectable Locally Advanced or Metastatic Gastric (G) or Gastroesophageal Junction (GEJ) Cancer","An Open-label, Multicohort Phase I/II Study of the Cadonilimab (AK104) Combination Regimen as First-line Treatment for HER2-expressing, Unresectable Locally Advanced or Metastatic Gastric (G) or Gastroesophageal Junction (GEJ) Cancer",,mfolfox6 | cadonilimab | xelox | disitamab vedotin | trastuzumab | xelox | mfolfox6 | mfolfox6 | mfolfox6,gastroesophageal junction cancer | gastric cancer,https://clinicaltrials.gov/study/NCT06650332
cardonilizumab,cadonilimab,Akeso,NCT06654011,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-02-17,"IN10018 Plus Nab-Paclitaxel and Cadonilimab for Metastatic, Recurrent, or Persistent Gastric-Type Adenocarcinoma of the Cervix: A Multicenter, Single-Arm, Phase II Trial","IN10018 Plus Nab-Paclitaxel and Cadonilimab for Metastatic, Recurrent, or Persistent Gastric-Type Adenocarcinoma of the Cervix: A Multicenter, Single-Arm, Phase II Trial",,IN10018 | cadonilimab | paclitaxel,gastric-type adenocarcinoma of the cervix,https://clinicaltrials.gov/study/NCT06654011
cardonilizumab,cadonilimab,Akeso,NCT06664983,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2024-10-21,A Randomized Phase III Clinical Study Comparing the Combination of TPC Regimen With Cadonilimab Against the TPC Regimen Alone in Anti-PD-1 Resistant Recurrent or Metastatic Nasopharyngeal Carcinoma,A Randomized Phase III Clinical Study Comparing the Combination of TPC Regimen With Cadonilimab Against the TPC Regimen Alone in Anti-PD-1 Resistant Recurrent or Metastatic Nasopharyngeal Carcinoma,,cisplatin | capecitabine | paclitaxel | cadonilimab,nasopharyngeal carcinoma,https://clinicaltrials.gov/study/NCT06664983
ivonescimab,ivonescimab,Akeso,NCT06672575,PHASE1/PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-30,A Phase I/II Study of IVONESCIMAB in Recurrent Glioblastoma,A Phase I/II Study of IVONESCIMAB in Recurrent Glioblastoma,,ivonescimab,glioblastoma,https://clinicaltrials.gov/study/NCT06672575
cardonilizumab,cadonilimab,Akeso,NCT06681285,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-01,"The Efficacy and Safety of Cadonilimab Combined With Anlotinib Followed by Radiotherapy in the Second and Later-line Treatment of Recurrent or Metastatic Esophageal Squamous Cell Carcinoma (CAR-RMEC):A Single-arm, Multicenter, Phase II Clinical Trial","The Efficacy and Safety of Cadonilimab Combined With Anlotinib Followed by Radiotherapy in the Second and Later-line Treatment of Recurrent or Metastatic Esophageal Squamous Cell Carcinoma (CAR-RMEC):A Single-arm, Multicenter, Phase II Clinical Trial",,cadonilimab | anlotinib,esophageal squamous cell carcinoma,https://clinicaltrials.gov/study/NCT06681285
ivonescimab,ivonescimab,Akeso,NCT06683846,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-20,"Ivonescimab (PD-1/VEGF Bispecpecial Antibody) in the Treatment of Multiple Advanced Tumors: a Multi-cohort, Multi-center, Single-arm Phase II Study","Ivonescimab (PD-1/VEGF Bispecpecial Antibody) in the Treatment of Multiple Advanced Tumors: a Multi-cohort, Multi-center, Single-arm Phase II Study",,ivonescimab,malignant perivascular epithelioid cell tumor | chromophobe renal carcinoma | renal papillary renal carcinoma | brain metastases of urothelial carcinoma | adrenal cortical cancer | testicular reticulum adenocarcinoma | infiltrating sweat gland carcinoma | non-clear cell renal carcinoma | rare tumors with brain metastases | urothelial carcinoma | paraganglioma | rhabdomyosarcoma | germ cell tumors | kidney cancer | clear cell renal carcinoma | neuroendocrine cancer | prostate cancer | Paget's disease of scrotum | Ewing's sarcoma | basal cell carcinoma | penile cancer | sarcomatoid carcinoma | collecting duct carcinoma | urachal carcinoma | renal angiomyolipoma | pheochromocytoma,https://clinicaltrials.gov/study/NCT06683846
ivonescimab,ivonescimab,Akeso,NCT06684873,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-02,"A Multicenter, Single-arm, Open-label Study Evaluating the Safety and Efficacy of AK112 Combined With Chemotherapy as First-line Treatment for Non-squamous NSCLC Patients With BRAIN Metastases and Negative Driver Genes (IVO BRAIN)","A Multicenter, Single-arm, Open-label Study Evaluating the Safety and Efficacy of AK112 Combined With Chemotherapy as First-line Treatment for Non-squamous NSCLC Patients With BRAIN Metastases and Negative Driver Genes (IVO BRAIN)",,chemotherapy | chemotherapy | AK112 | chemotherapy,brain metastases | non-small cell lung cancer,https://clinicaltrials.gov/study/NCT06684873
ivonescimab,ivonescimab,Akeso,NCT06686030,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-02-17,"An Exploratory, Multi-cohort Phase II Study of Combination Therapy of AK112 With Chemotherapy and/or Olaparib in Platinum-sensitive Ovarian Cancer","An Exploratory, Multi-cohort Phase II Study of Combination Therapy of AK112 With Chemotherapy and/or Olaparib in Platinum-sensitive Ovarian Cancer",,AK112 | olaparib | chemotherapy | chemotherapy | chemotherapy,ovarian cancer,https://clinicaltrials.gov/study/NCT06686030
AK137,AK137,Akeso,NCT06691360,PHASE1,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-12-31,"A Phase I Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of AK137 (Bispecific Antibody Targeting CD73 and LAG-3) in Patients With Advanced Malignant Tumors","A Phase I Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of AK137 (Bispecific Antibody Targeting CD73 and LAG-3) in Patients With Advanced Malignant Tumors",,AK137,malignant tumor,https://clinicaltrials.gov/study/NCT06691360
AK120,manfidokimab,Akeso,NCT06700499,PHASE2,COMPLETED,INTERVENTIONAL,TREATMENT,2024-07-08,"A Multicenter, Open Label Phase II Clinical Study to Evaluate the Efficacy and Safety of AK120 in the Treatment of Subjects With Moderate to Severe Atopic Dermatitis","A Multicenter, Open Label Phase II Clinical Study to Evaluate the Efficacy and Safety of AK120 in the Treatment of Subjects With Moderate to Severe Atopic Dermatitis",,ak120,atopic dermatitis,https://clinicaltrials.gov/study/NCT06700499
cardonilizumab,cadonilimab,Akeso,NCT06702826,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2024-11-01,"Efficacy and Safety of Cadonilimab Combined With Stereotactic Radiotherapy as Second-line Treatment for Brain Metastases From Non-small Cell Lung Cancer (NSCLC) : a Single-arm, Open-label, Phase II Clinical Trial","Efficacy and Safety of Cadonilimab Combined With Stereotactic Radiotherapy as Second-line Treatment for Brain Metastases From Non-small Cell Lung Cancer (NSCLC) : a Single-arm, Open-label, Phase II Clinical Trial",,cadonilimab,brain metastases | non-small cell lung cancer,https://clinicaltrials.gov/study/NCT06702826
cardonilizumab,cadonilimab,Akeso,NCT06714084,,ENROLLING_BY_INVITATION,INTERVENTIONAL,TREATMENT,2024-10-08,"Cadonilimab in Neoadjuvant Chemotherapy and Maintenance Therapy for Newly Diagnosed, High-risk, Locally Advanced Cervical Cancer :a Multi-center, Prospective, Single-arm Study(CNCMT)","Cadonilimab in Neoadjuvant Chemotherapy and Maintenance Therapy for Newly Diagnosed, High-risk, Locally Advanced Cervical Cancer :a Multi-center, Prospective, Single-arm Study(CNCMT)",,cadonilimab,cervical cancer,https://clinicaltrials.gov/study/NCT06714084
cardonilizumab,cadonilimab,Akeso,NCT06715501,,ENROLLING_BY_INVITATION,INTERVENTIONAL,TREATMENT,2024-12-01,Efficacy and Safety of Cadonilimab Combined with Chemoradiotherapy in Unresectable Locally Advanced Esophageal Squamous Cell Carcinoma-A Single-arm Exploratory Study,Efficacy and Safety of Cadonilimab Combined with Chemoradiotherapy in Unresectable Locally Advanced Esophageal Squamous Cell Carcinoma-A Single-arm Exploratory Study,,carboplatin | paclitaxel | cetuximab | cadonilimab,esophageal squamous cell carcinoma,https://clinicaltrials.gov/study/NCT06715501
cardonilizumab,cadonilimab,Akeso,NCT06728631,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PREVENTION,2020-06-30,A Study of Candonilimab Combined With All-trans Retinoic Acid for Prevention of Oral Cancer Recurrence in Patients With High-risk Oral Precancerous Lesions.,A Study of Candonilimab Combined With All-trans Retinoic Acid for Prevention of Oral Cancer Recurrence in Patients With High-risk Oral Precancerous Lesions.,,candonilimab | all-trans retinoic acid,oral cancer recurrence,https://clinicaltrials.gov/study/NCT06728631
ivonescimab,ivonescimab,Akeso,NCT06750952,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-12-20,"Ivonescimab Combined with Chemotherapy As First-line Treatment of Relapsed or Metastatic Thymic Cancer: a Prospective, Single Arm, Phase II Trial (iTHYM)","Ivonescimab Combined with Chemotherapy As First-line Treatment of Relapsed or Metastatic Thymic Cancer: a Prospective, Single Arm, Phase II Trial (iTHYM)",,ivonescimab,thymic cancer,https://clinicaltrials.gov/study/NCT06750952
AK120,manfidokimab,Akeso,NCT06756126,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2024-12-30,"A Multicenter, Open Label Phase II Clinical Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of AK120 in Adolescents With Moderate-to-severe AD","A Multicenter, Open Label Phase II Clinical Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of AK120 in Adolescents With Moderate-to-severe AD",,AK120,atopic dermatitis,https://clinicaltrials.gov/study/NCT06756126
ivonescimab,ivonescimab,Akeso,NCT06760520,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-20,"A Single-arm, Prospective, Phase II Clinical Study of Short-course Radiotherapy Followed by CAPOX and Ivonescimab for Locally Advanced Low-middle Rectal Cancer with a High Risk of Recurrence","A Single-arm, Prospective, Phase II Clinical Study of Short-course Radiotherapy Followed by CAPOX and Ivonescimab for Locally Advanced Low-middle Rectal Cancer with a High Risk of Recurrence",,capecitabine | oxaliplatin | ivonescimab,rectal cancer,https://clinicaltrials.gov/study/NCT06760520
cardonilizumab,cadonilimab,Akeso,NCT06762080,PHASE1/PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2025-03-07,Intrathecal Administration of PD-1/CTLA-4 Bispecific Antibody Plus Pemetrexed in Patients With Leptomeningeal Metastasis From Solid Tumors: A Phase I/II Study,Intrathecal Administration of PD-1/CTLA-4 Bispecific Antibody Plus Pemetrexed in Patients With Leptomeningeal Metastasis From Solid Tumors: A Phase I/II Study,,cadonilimab | pemetrexed,leptomeningeal metastasis,https://clinicaltrials.gov/study/NCT06762080
ivonescimab,ivonescimab,Akeso,NCT06766591,,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT,2025-01-01,Ivonescimab Combined With Chemotherapy for EGFR Mutant NSCLC With Leptomeningeal Metastasis After EGFR TKIs Resistance: A Multicenter Observational Study.,Ivonescimab Combined With Chemotherapy for EGFR Mutant NSCLC With Leptomeningeal Metastasis After EGFR TKIs Resistance: A Multicenter Observational Study.,,chemotherapy | ivonescimab | chemotherapy | chemotherapy,leptomeningeal metastasis | non-small cell lung cancer,https://clinicaltrials.gov/study/NCT06766591
ivonescimab,ivonescimab,Akeso,NCT06767514,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2025-02-27,"A Randomized, Double-blinded, Multiregional Phase 3 Study of Ivonescimab Versus Pembrolizumab for the First-line Treatment of Metastatic Non-small Cell Lung Cancer in Patients Whose Tumors Demonstrate High PD-L1 Expression","A Randomized, Double-blinded, Multiregional Phase 3 Study of Ivonescimab Versus Pembrolizumab for the First-line Treatment of Metastatic Non-small Cell Lung Cancer in Patients Whose Tumors Demonstrate High PD-L1 Expression",,ivonescimab,non-small cell lung cancer,https://clinicaltrials.gov/study/NCT06767514
ivonescimab,ivonescimab,Akeso,NCT06767527,PHASE3,RECRUITING,INTERVENTIONAL,TREATMENT,2025-02-07,"A Randomized, Controlled, Multi-center Phase III Clinical Study of AK112 Plus Nab-paclitaxel Versus Placebo Plus Nab-paclitaxel as First-line Treatment for Locally Advanced Unresectable or Metastatic Triple-negative Breast Cancer","A Randomized, Controlled, Multi-center Phase III Clinical Study of AK112 Plus Nab-paclitaxel Versus Placebo Plus Nab-paclitaxel as First-line Treatment for Locally Advanced Unresectable or Metastatic Triple-negative Breast Cancer",,ak112 | nab-paclitaxel,triple-negative breast cancer,https://clinicaltrials.gov/study/NCT06767527
